Logo,Title,Company,Location,Salary,Description,Apply Link
,Java Developer,,,,"Job DetailsID:ITRES_5140Location:United States, Minnesota, MinneapolisType:Contract, W2Duration:6 Months of ContractTravel:No TravelJob DescriptionJava developerMinneapolis MN6+ Months of ContractSkills:Core JavaJava StackOracleIf you are interested kindly reach me at sathish.r@itresonance.com / 630-345-5252.Key SkillsCoreJava Java Stack Oracle",http://andersencareers.com/ShowJob/Id/2742092/Associate%20Software%20Engineer
https://d2q79iu7y748jz.cloudfront.net/s/_logo/3f370e95da6ca185f8b87672c8dc7865,"COBOL Developer, Senior",Hennepin County,"Minneapolis, MN","$80,083 - $120,122 a year ++","Seeking an expert Senior COBOL Developer to come join us on our Business Technology Solutions Property Information Search mainframe development and support team. We are a small and streamlined, collaborative team and offer excellent work life balance.Location and hours:This position is currently being performed remotely due to COVID-19. Per business needs, the location may change to the Hennepin County Government Center at 300 South 6th Street, MN 55487.Work hours will be Monday through Friday, flexible first shift, along with limited on-call rotation for after hours support, and occasional weekend hours.About the position type:This is a full-time, benefits-earning, limited duration position, up to two years, with optional renewal for another two years. The position is eligible to receive an additional cash merit of up to $2,344.18 that can be earned annually based on performance.This position is recruitment critical and eligible for an employee referral bonus. Current Hennepin County employees who refer candidates may be eligible for a $500.00 referral bonus.In this position you will:Work with the support team to participate in all stages of the Software Development Life Cycle to support property assessment and tax processing on the mainframe system:Define requirements for system changes.Analyze impact and risks of proposed system changes.Make recommendations for system changes.Create estimates for change efforts.Create technical design specifications, test plans, and other support documentation.Execute and implement change plans.Work with business partners to understand business needs.Collaborate across matrixed organization to deliver technical support to our business partners.Serve as a technical liaison between business departments and IT department.Need to have:One of the following:Two-year college/vocational technical degree in a technology field and five years or more of IT experience.Approved information technology certificate and five years or more of IT experience.Completion of five college/vocational technical technology courses and five years or more of IT experience.Completion of approved IT Hennepin County internship and five years or more of IT experience.Bachelor's degree or higher in a technology field and three years or more of IT experience.Master's degree in information technology and one year or more of IT experience.Six years or more of technology experience.Ability to work occasional but regular rotation for minimal after hours on-call support for daily scheduled jobs. On-call includes potential holidays and weekends.Nice to have:Five years or more of Mainframe COBOL programming experience with intermediate knowledge of IBM mainframe databases, both IMS and DB2.Experience with configuring MVS JCL, Panvalet (orequivalent), Easytrieve, Xpeditier and Abendaid.Experience with accounting systems and/or property tax.Distributed development abilities; one of the following:.NET or Java web development skills; ability to analyze web application code written in Java or .NET framework language, make changes per business requirements and deploy updated code.Microsoft SQL Server Database skills; ability to write SQL that queries and updates MS SQL tables.About the department:Resident and Real Estate Services covers the foundational responsibilities of government: land surveying, land recording, property tax collection and distribution, voter registration and elections. Our eight service centers locations provide access to licenses, vital records, and other documents that help the constituency of Hennepin County.About Hennepin County:Hennepin is the largest county government organization in Minnesota. Our employees work every day to improve the health, safety and quality of life for our residents and communities. All of our jobs align to one or more of our overarching goals - that Hennepin County residents are healthy, protected and safe, self-reliant, assured due process, and mobile.Our employees receive a combination of generous benefits and positive workplace culture not found at other organizations. This includes meaningful work that impacts our community, competitive pay, work-life balance, a variety of benefits and opportunities to grow. Learn more at www.hennepin.us/employees.",https://ibegin.tcs.com/iBegin/jobs/173616J
https://d2q79iu7y748jz.cloudfront.net/s/_logo/9d7090c292f39fc5202c22dbe291cc71,Associate Software Engineer,Andersen Corporation,"Oak Park Heights, MN",,"DescriptionThe Associate PCF Software Engineer is responsible for participating in designs, development, testing and implementing product configuration models using Infor CPQ/Baan PCF development tools and technologies. The scope, size and complexity of these efforts will vary from enhancements to existing product lines or large scale projects to introduce a new window or door product. As technical skills advance development assignments will become larger and more complex.PRIMARY RESPONSIBILITIES:Interpret business requirements and technical design specifications into product configuration codeDevelop test plans and test cases to be used in the execution of unit and system testing to ensure product model qualityAssist with the deployment of product models into the production environmentAssist in the documentation of business and functional requirementsDevelop technical requirements and user application documentationProvide end user training and supportDevelop and maintain relationships with business customers and IT staffCollaborate with other Software Engineers and IT Business Analysts to develop functional and technical specifications by interpreting business, product and technical requirementsProvide and meet time estimates for assigned deliverablesResearch and develop skills in new development toolsQualificationsQUALIFICATION AND SKILL REQUIREMENTS:Bachelor's degree in Management of Information Systems, Computer Science or related disciplineExcellent written and verbal communication skills0-3 years of development experience with a limited number of application development languagesExperience with database technologies – prefer SQL and Oracle experienceAble to work independently as well as in a team environmentAble to manage and prioritize tasks and projectsStrong problem solving skills and ability to generate creative solutionsStrong focus on customer service and goes the extra mile to ensure a positive customer experiencePRIMARY TOOLS & TECHNOLOGIES:Infor CPQ, Baan PCF scriptingEclipse, XSL, XML, CVS, Java, XPL Framework, XiSQLExcel","http://involveit.com/?JobDetail=2111-Sr.-Java-Developer-Minneapolis,-MN"
,Java Engineer,,"Richfield, MN",,"Software development experience using Java/J2EE (Spring).Experience in Microservices DevelopmentExperience in web service/ REST API implementations using Spring/SpringBoot.Experience in AWS Lambda function Hands on experience in CICD automation using Git, Jenkins, Chef & Artifactory Repository.Experience in application server (Websphere, Tomcat).Experience in Build tools (Maven, Gradle, Ant).Experience with SQL (Oracle, DB2) and NoSQL (MangoDB, Postgres) databases.Experience in Agile Methodology, SCRUM, KANBAN.Proactively identifies opportunities for improvement and recommends technical solutions.Good understanding of SaaS API integrations ( preferably Zuora) with Enterprise applicationKnowledge of integrations using APIsHigh-scale AWS implementation of Java middleware; serverless and event-drivenJob FunctionCONSULTANCYRoleDeveloperJob Id173616Desired SkillsJava",https://careerportal.ceipal.com/jobs/career/4b17d3264fd9070a5be706c853ccd720/75c6b2d6319e12f37ff421834ad22fa8/NQ==
,Sr. Java Developer,,,,"They are looking for is that strong senior Java developer. Stronger more on the back-end (the standard…spring, etc.). Additionally, somebody who can write SQL and Stored Procedures - not necessarily doing database design or back up type work. Someone who enjoys multiple hats.They are in the process of re-writing several key legacy applications.Technologies they use:JavaAgileHadoopOBIEEOracleSpringThey have others, but these are the main ones.Terry Bonertz952-841-9510 ext.1terry@involveit.com",http://involveit.com/?JobDetail=2102-Java-Backend-Architect-Minneapolis-West-Sub
,Lead Java Developer,,,,"Eden prairie, Minnesota - United States | Posted - 08/31/20OverviewJob Title: Lead Java DeveloperDuration: 12+ months ContractLocation: Remote to Onsite in Eden Prairie, MNTop requirements:JavaSpringboot – APIAzure development.Azure functionsAzure gatewayNot just deploying appls to azure environment.The senior needs to lead both of the on-shore and offshore. Will be coordinating the effort. Will be responsible for delivery.No UI work.",https://jobs.lever.co/solutiondesign/ab31f99f-2856-4bc6-b9f5-278e633afee6?lever-source=Indeed
,Java Backend Architect,,,,"Architect Java Backend of a two year project that will run on AmazonBackend architecture for a very large Web Development Project. Part of the work will be evaluating Amazon Cloud tools to determine which tools will work for this project. Data security is a key issue, so will design/architect with this as focal point. Design requests (gets and puts) from several data bases..Terry Bonertz952-841-9510 ext.1terry@involveit.com",https://wd1.myworkdaysite.com/recruiting/paypal/jobs/job/San-Jose-CA/Data-Analyst-Intern_R0059613-1?source=JobBoardIndeed-Organic
,Java Engineer,,,,"sdg is a high performance software community. sdg consultants build and deliver custom software for some of the largest and most recognizable local and national brands. In this role you will be asked to leverage your current skills and learn new ones. Working in over 400 different technologies and continually learning together, you can expect a one-of-a-kind and award winning work experience.If you have proven experience in a handful of the following, we want to hear from you.Java 8+SpringHibernateGroovy / GrailsWeb Services / Microservices / SOAServerless ArchitecturesResponsive WebREST/JSONJS / Angular / React / Vue / NodeJMS / AMQP / Camel / MuleAWS/AzureElasticOracle / MySQL / SQLAgile / SCRUM / TDDGit / Atlassian Suitebonus experienceBachelor's Degree in related field or equivalent work experienceSuccess working on high performance teamsDelivered solutions in large scale enterprise environmentsPrior consulting or professional services experienceMotivated to continually improve your craft, sharing and learning every dayExceptional integrity with the desire to create the best possible customer outcomeswhat's in it for you?Full-time salaried position with sdg, a 10-time Best Place to WorkEngaged teammates who care about quality solutionsChallenging and rewarding work with great customersAbundant opportunities to give back to the communityA company proven to make decisions based on its core valuesA true stake in success as sdg is an ESOP, 100% employee ownedYear-round technology and social events to stay sharp and have funMembership in the best technology community in the Twin Cities","http://involveit.com/?JobDetail=2117-Java-Developer-Minneapolis,-MN"
https://d2q79iu7y748jz.cloudfront.net/s/_logo/eed62e999af7dc5e73b19a5a3fbdd0d0,Data Analyst Intern,PayPal,"Saint Paul, MN 55101",,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.Job Description Summary: At PayPal, we’re literally reinventing how the world pays and gets paid. We understand that it’s about people. We connect individuals to let them shop, get paid, donate and send money using today’s technology with the confidence that comes from the security and control PayPal enables. Are you ready to help us change the world? The world’s leading payments company, PayPal, brings together a family of brands that are revolutionizing the way people move money. At PayPal you will be immersed in an amazing community with a vibrant culture that thrives on innovation, collaboration, inclusion and wellness. We are seeking world-class problem solvers who have a passion for data and a relentless focus on execution and delivery. You will be most successful with a healthy combination of both, technical skills and business acumen. As a Data Analyst you will generate insights by conducting extensive analyses of PayPal’s rich data. In the process, you will develop a deep understanding of the payments business, our site functionality, further strengthen your analytic, leadership and presentation skills and gain exposure to a wide variety of functional teams within PayPal.Job Description:Key ResponsibilitiesUnderstand how to make data visually appealing and simple to both navigate and comprehend for end-usersAggregate data from various sources to construct streamlined data pipelines and integrate data from multiple PayPal systemsIdentify key metrics and build exec-facing dashboards to track progress of the business and its highest priority initiativesIdentify key business levers, establish cause & effect, perform analyses, and communicate key findings to various stakeholders to facilitate data driven decision-makingWork closely across the matrix with teams like Finance, Marketing, Product, Engineering and senior executivesLead and participate in special projects/initiatives: innovate and implement large-scale quality improvements to processes and/or systems by conducting data analysis and making recommendations, troubleshooting technical issues, and refining processes around customer supportBasic Requirements:Must be earning a Bachelor’s or Master’s degree in Computer Science, Math, Statistics or related fieldExperience with one or multiple of the following will be highly desirable; Python, Java, Tableau, Jupyter Notebooks, Teradata, Hadoop/Hive, Oracle, JavaScript, SQL, Airflow, Linux, Perl, PHPExcellent understanding of computer science fundamentals, data structures, and algorithmsDemonstrated experience, familiarity and ease with handling large data sets and crunching numbersInformation Retrieval (search/recommendation/classification) experience or Human Judgment/User Interface experienceStrong written and verbal communication skills with the ability to translate complex problems into simpler terms, and effectively influence both peers and senior leadershipPosition Location: VariesWe're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.",https://infraspace.bamboohr.com/jobs/view.php?id=132&source=other
,Java Developer,,,,"I you like workign for a company with a great cause, this is it.The role is on the team responsible for the company's core business.They are looking for someone that is strong in Java middle and back tiers:creating/modifying web servicesJava Messaging ServicesWebsphere MQmulti-threadingsynchronizationSQLdata movementXMLTerry Bonertz952-841-9510 ext.1terry@involveit.com",https://www.equivince.com/jobs/2018/5/9/web-designer-7ws8h-t3btw
,Sr. Java Spring Boot/Microservices engineer consulting opportunity with Leading firm in Mnpls (Local MN candidates only),,,,We have some great opportunities for Sr. Spring Boot/Microservices/Cloud/ RESTful Web services Engineers based here in the Twin CitiesWe are working with a major retail client of ours in the Eden Prairie area.2 sets of projects - one is building out an API enterprise platform ; the other is building out a Supplier PortalWill go for 1+ years.LOCAL to MN candidates only I'm afraid. Preference is for USCs/GCs but open for the Portal project.Skills:Spring BootMicroservicesRestful Web services / API - building as well as consuming themAny Cloud - AWS preferredStrong Communication skillsFeel free to reach out to me. Happy to chat. Thanks!Robrob.mueller@infraspace.netTesoro Group612 417 6496,https://careers.hpe.com/go/job/131921666/?source=indeed
,Senior Java Engineer,,,,"Experience: 5+ YearsLocation: Minneapolis MNCurrent opening and immediate need for a Senior Java Engineer.Skills / ResponsibilitiesExceptional skills with: Java, Springboot, Intellij, Jenkins, REST, Groovy, Elastic, MongoDB, RabbitMQExperience with unit testing tools like Junit, Mockito, SpockExperience with any single page applicationProduct development or large scale web app developmentFull Stack development experienceFamiliar with RESTful API designCollaborate with both technical and business team members to understand requirements anddevelop solutions using an agile development process.Mentor and support development team.The Company is focused on building product innovation, DevOps culture and fully cross functional (scrum) teams.The new core platform is a microservices architecture with multiple web/mobile applications built on top. We are leveraging a combination of open source and third party libraries/frameworks such as Eureka (service discovery), MongoDB(NoSQL), Elastic Search(search), Pivotal Cloud Foundry (cloud native), Microsoft Azure (cloud service platform) and many more.The Senior Java Engineer will be a member of our core platform team. This team will have many opportunities to learn new technology and innovate on the products while building the foundation for the platform and market focused teams by participating in development efforts and platform standards and contributing to the Java and Angular based, micro-service driven applications. To be successful in this role you must be a quick learner, very familiar with agile practices and software development and enjoy working in cross functional teams.",https://jobs.sap.com/job/Minneapolis-Development-Associate-Consultant-SAP-UI5-Fiori%EE%80%93-MN-55401/639472701/?feedId=118200&utm_source=Indeed&utm_campaign=SAP_Indeed
https://d2q79iu7y748jz.cloudfront.net/s/_logo/6f425e8199addee0383307bf8e5f6280,Software Engineer Internship,Hewlett Packard Enterprise,"Bloomington, MN 55425",,"Hewlett Packard Enterprise (HPE) advances the way people live and work. We bring together curious minds to create breakthrough technology solutions, helping our customers make their mark on the world. HPE Global IT is a dynamic organization enabling the enterprise to innovate and lead the industry with our consumption-based IT transformation and our consulting, financial, educational, and operational services. Join us and revolutionize how we help customers simplify their operations and move the world forward.Sounds like you? Then we have the right opportunity—we are looking for a Systems/ Software Engineering Intern to join us! Our engineers develop solutions using the latest technologies to ‘Make IT Simple’ for our customers. HPE is more than a hardware company, we are a global software development organization with a full suite of products ranging from an enterprise website getting millions of page views a week to a predictive analytics solution which can warn a customer of an issue before it happens. We're looking for hands-on, technically curious individuals that want to grow their abilities as software engineers in a large-scale, global development team with great opportunities to learn and develop. Peaked your interest? Apply today for this role!How you’ll make your mark:You will work on a specific project critical to HPEs needs with opportunities to gain experience across a broad range of cutting edge technologies and across the full stack of software engineering challenges.You can work within an existing Agile, software engineering project team and collaborate to help to solve problems within that team's focusYou'll learn about our software development practices and the latest tools used for software development and front-end technology - including Scrum and Kanban methodologies.You can communicate effectively and be motivated to achieve results as part of your team.You will be mentored by at least one senior member of the Engineering Team and will be working with a mix of IT professionals with a range of experienceAbout you:You have a degree in Computer Science, Information Technology (or similar) or equivalent experienceYou have knowledge of Programming Languages –Java, Java Script, Python, Infrastructure/Operating Systems/Virtualization such as Windows, Linux, Docker, Swarm, Ansible and also development tools such as GitHub, Jenkins, SeleniumYou have a basic understanding of Scrum and Kanban methodologies·You are customer focused with excellent problem-solving skillsYou are a strong verbal and written communicator with the ability to work well in teamsWhat we can offer you:Extensive benefits, a competitive salary and participation in the shared values and purpose that make Hewlett Packard Enterprise one of the world´s most attractive employers! At HPE, our goal is to provide equal opportunities, flexible work-life balance, and constantly evolving career growth.If you are looking for challenges in an exciting, supportive and international work environment, then we definitely want to hear from you. Continue the conversation by clicking apply now below, or directly via our Careers Portal at www.hpe.com/careers.Join us and make your mark!Find out more about us and follow us on:https://www.facebook.com/HPECareershttps://twitter.com/HPE_CareersHPE is an Equal Employment Opportunity/ Veterans/Disabled/LGBT and Affirmative Action employer. We are committed to diversity and building a team that represents a variety of backgrounds, perspectives, and skills. We do not discriminate and all decisions we make are made on the basis of qualifications, merit, and business need. Our goal is to be one global diverse team that is representative of our customers, in an inclusive environment where we can continue to innovate and grow together.1069855",https://jobs.sap.com/job/Minneapolis-Associate-Analytics-Consultant-Workforce-Analytics-&-Reporting-MN-55401/639473201/?feedId=118200&utm_source=Indeed&utm_campaign=SAP_Indeed
https://d2q79iu7y748jz.cloudfront.net/s/_logo/90a997e37f45c18f8905ad334b747231,Development Associate Consultant - SAP UI5 Fiori,SAP,"Minneapolis, MN 55405",,"Requisition ID: 269051Work Area: Customer Service and SupportExpected Travel: 0 - 10%Career Status: GraduateEmployment Type: Regular Full TimeCOMPANY DESCRIPTIONSAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.SAP UI5 Fiori Development Associate Consultant will be a member of our Solution Delivery Center (SDC) organization. The SAP Solution Delivery Centre (SDC) is responsible for driving customer success as ONE SAP by maximizing the adoption of SAP products across industries with accelerated ‘time-to-value', leveraging global scale and expertise through integrated right shore delivery, focusing on remote, factory services and outcome-based solutions that utilize robust processes and practices. Our team drives value and continuous improvement for our customers using operationally sound processes and basic quality system fundamentals. Providing our consultant’s training, certification, and skill expansion opportunities are key priorities our organization’s success and long-term employee career growth within the SDC.EXPECTATIONS AND TASKSAs a SAP UI5 Fiori Associate Consultant, you will:Design and implement new solutions using SAP’s latest UI5 / Fiori Cloud and Platform technologiesImplement and deploy SAP Fiori applications using HANA Cloud Platform, Web IDE, and SAPUI5Collaborate and innovate with functional and technical teams to deliver qualified applications that meet client requirements and standards.Ensure great test coverage for your code and support the team in completing root cause analysis, providing solutions for development issues, and avoiding any regressions.Develop test plans and automated scripts to assure expected performance quality levels meet standards in development efforts.Collaborate with development teams distributed in different locations including internationally.Ability to manage multiple tasks, work in a team environment, understand and be responsive to project and customer needs while working against deadlines.Build credible relationships with peers and clients, and continuous professional learning of SAP products.Deliver successful projects and positive customer outcomesEDUCATION AND QUALIFICATIONSRecent graduate of an accredited university with a Bachelor’s or Master’s degree in a relevant STEM field including: Software Engineering, Computer Sciences, Information Systems, or other related field.Proficiency in HTML, CSS and JavaScriptExperience in using versioning control system GIT, VS Code or other development IDEsSkills of node.js, SAP UI5, Vue, AngularJS or other UI Frameworks is a plusABAP and JAVA development experience is a plusCompletion of SAP course or project work through academics is a plusTroubleshooting and problem-solving skillsAbility to effectively articulate technical challenges and solutions via presentation and written communicationKnowledge of software development life cycleKnowledge and strong interest and passion for innovation technologiesWHAT YOU GET FROM USSuccess is what you make it. At SAP, we help you make it your own.A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now.SAP'S DIVERSITY COMMITMENTTo harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with SAP and are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team. (Americas:Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com). Requests for reasonable accommodation will be considered on a case-by-case basis. Successful candidates might be required to undergo a background verification with an external vendor.EOE AA M/F/Vet/Disability:Qualified applicants will receive consideration for employment without regard to their age, race, religion, national origin, gender, sexual orientation, gender identity, protected veteran status or disability.Successful candidates might be required to undergo a background verification with an external vendor.",https://www.psginc-us.com/java-developer.html
https://d2q79iu7y748jz.cloudfront.net/s/_logo/90a997e37f45c18f8905ad334b747231,Associate Analytics Consultant - Workforce Analytics & Reporting,SAP,"Minneapolis, MN 55405",,"Requisition ID: 269064Work Area: Customer Service and SupportExpected Travel: 0 - 10%Career Status: GraduateEmployment Type: Regular Full TimeCOMPANY DESCRIPTIONSAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.THE ROLESAP’s SuccessFactors People Analytics solution is considered the best practice solution for Workforce Analytics (WFA) and Workforce Planning (WFP) and HR Reporting practitioners globally. Our WFA processes extract “Data” from customer’s HRIS systems and we transform it into Workforce “Information” - Management Reports, Planning Forecasts, Benchmarks and a powerful self-service Analytics Platform – this provides our users with the ability to gain business insights and drive impact in their organizations. Our reporting solutions include SAP Analytics Cloud (SAC) technology included as part of the SAP SuccessFactors suite and our WFA solution also has options to extend this capacity beyond HR into Enterprise Analytics.Workforce Analytics and Reporting consultants are responsible for the technical delivery of:Our end-to-end WFA and WFP solutions, the data factory engine behind our Analytics and Planning products, which includes extraction, staging, building our data warehouse, OLAP cubes and automated publishing of information through our cloud applicationsPremium Reporting and Report Story creation across full suite of SAP SuccessFactors modulesInternal and 3rd Party Data Integration into and out of the SAP SuccessFactors Analytics and Reporting solutionsRelevant prior experience will be taken into consideration but is not essential as the successful applicant will be provided with comprehensive training.At SAP SuccessFactors we pride ourselves on being a rewarding place to work. Graduates, Early Career Professionals and Interns with Software Engineering, Database, Programming, Information Systems, Report Building and Math backgrounds are encouraged to apply.EXPECTATIONS AND TASKSData analysisData modeling and preparing datasetsImplementation and testing of change requests to the Analytics solutionDevelopment of premium reports of varying complexityPreparation and updating of technical requirements and specificationsGenerating ad hoc SQL queries for verification purposesUse of MDX for multidimensional queries and measuresUse of APIs and web services – including the SAP SuccessFactors APIDesign and implementation of data integrations using our cloud-based middleware platformDevelop SAP Analytics Cloud stories canvasBuild analytic and planning model visualizationsConfiguration of live data and import data connections and date acquisition in Sap Analytics Cloud environment using generic services and custom OData source typesDevelop and implement testing scenariosDeliver successful projects and positive customer outcomesEDUCATION AND QUALIFICATIONSRecent graduate of an accredited university with a degree in a relevant STEM field including: Software Engineering, Database, Programming, Information Systems, Report Building, Mathematics or other related field.Enthusiasm for innovative technologies, and the use of technology to improve business processes and insightStrong analytical and problem solving skillsKnowledge on basic Database conceptsKnowledge of data modelling and preparing data sets, merging, custom calculations, formatting values dimensions and measuresVersed in data visualization and their usage charts and tablesDetail oriented and methodical with excellent time management skillsAbility to manage multiple projects and multiple deadlinesExcellent written and verbal communication skillsExperience in SQL or JAVA is a plusKnowledge in predictive capabilities, augmented analytics, Smart Assist, Smart Predict are a plusWHAT YOU GET FROM USSuccess is what you make it. At SAP, we help you make it your own.A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now.SAP'S DIVERSITY COMMITMENTTo harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with SAP and are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team. (Americas:Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com). Requests for reasonable accommodation will be considered on a case-by-case basis. Successful candidates might be required to undergo a background verification with an external vendor.EOE AA M/F/Vet/Disability:Qualified applicants will receive consideration for employment without regard to their age, race, religion, national origin, gender, sexual orientation, gender identity, protected veteran status or disability.Successful candidates might be required to undergo a background verification with an external vendor.",https://careers.travelers.com/job/11871266/software-engineer-java-api-sql-agile-us-nationwide/?source=S0623
,Java Developer,,"Plymouth, MN",,"LocationsPlymouth, MNCategoryJob TypeWeb and Application DevelopmentContract-to-hireWe are seeking a full-stack engineer to work as part of a Web and Application development group, developing software using Java, SpringBoot, Spring Data Rest, Angular 7 and Oracle. This engineer will work in a dynamic and highly collaborative scrum team that delivers completed user stories on bi-weekly sprints. We are looking for candidates that are available immediately and can work on-site in our client's Plymouth, MN office.Required Qualifications:Bachelor's Degree or equivalent experienceU.S. Citizen2-3 years Java application design, development and testing experience2-3 years Oracle database development experience2-3 years Java experience with application integration and RESTful APIs1+ years of Angular1+ years IDE experience of Eclipse or IntelliJ1 year of experience using StreamSetSpring Framework Experience –SpringBoot, Spring Data Rest, Spring MVC, Spring Security, Spring JDBC, JPA(Hibernate), NOSQLPreferred Qualifications:Experience with Apache Kafka, Apache Spark and ElasticSearchExperience with Flowable or any workflow and Business Process Management (BPM)Experience with Docker containerizationExperience developing automated tests and deliver high quality code to production within a short development cycle in the Continuous Integration environmentExperience in a scrum team implementing feature functionalityLinux and Tomcat admin experienceExperience using Postman and FiddlerExperience developing WebSphere applicationMaven - Nexus repository usageMaven- dependency management and use of local repositoryMaven -understanding of POM and usage of parent POMs and architecture of new projects using MavenA successful engineer:Writes web application code following best practices of accessibility, internationalization, and instrumentation.Provide thought leadership and proactive engagement on projects to ensure delivery.Encourage teamwork, provide mentoring and coaching to junior developers.Collaborate across IT departments and partner with business areas to improve the delivery of the development project.Able to integrate Legacy systems to various systems using API.Partners closely with business and technology teams to craft great customer experiences.Delivers code in an agile team environment.Is a great team player and excels in collaboration across teams.Drives innovation through rapid iterative development.Has a general understanding of networking such as firewalls and DMZs (preferred) and HTTPS certificates in particular with Java certificate storePeopleGo getter, positive attitude and work ethic a mustGood verbal and written communication skillsConsultative skills – interact and engage with business stakeholdersThis position is 75% technical and 25% interactiveAbility to work with others and ask questions to deliver resultsWork will be done within the context of an Agile/Scrum teamWork in a highly collaborative fashion in an open workspaceNo third parties please.",http://enabledata.com/careers-2/
